0	0	0	0
0.000224855	3.07501e-010	0	0
0.00589262	8.05848e-009	0	0
0.0270316	3.69672e-008	0	0
0.123861	1.69387e-007	0	0
0.201582	2.75675e-007	0	0
0.400496	5.47701e-007	0	0
0.547533	7.48782e-007	0	0
0.93068	1.27276e-006	0	0
1.1723	1.60319e-006	0	0
1.48598	2.03216e-006	0	0
1.84367	2.52133e-006	0	0
2.23575	3.05751e-006	0	0
2.55037	3.48777e-006	0	0
2.80175	3.83154e-006	0	0
2.91015	3.97979e-006	0	0
2.92403	3.99878e-006	0	0
2.92493	4e-006	0	0
2.92493	4e-006	0	0
2.92493	4e-006	0	0
2.92493	4e-006	0	0
2.92493	4e-006	0	0
2.92493	4e-006	0	0
2.92594	1.68878e-005	0	0
2.94952	0.000316279	0	0
3.49688	0.00726681	0	0
3.77461	0.0107936	0	0
4.0023	0.0136849	0	0
4.46739	0.0195908	0	0
4.81872	0.0240521	0	0
5.41703	0.0316497	0	0
5.8623	0.0373038	0	0
6.45401	0.0448176	0	0
6.95714	0.0512066	0	0
7.46382	0.0576407	0	0
8.08037	0.0654698	0	0
8.62175	0.0723444	0	0
9.18739	0.0795272	0	0
10.4796	0.0959358	0	0
11.172	0.104729	0	0
11.858	0.11344	0	0
12.5472	0.122191	0	0
13.3507	0.132395	0	0
14.0073	0.140732	0	0
14.5593	0.147742	0	0
15.1538	0.155291	0	0
16.0945	0.167237	0	0
16.6204	0.173915	0	0
17.2051	0.181339	0	0
17.7963	0.188847	0	0
18.381	0.196271	0	0
19.2989	0.207927	0	0
19.9521	0.216222	0	0
20.612	0.224601	0	0
21.1574	0.231528	0	0
21.7552	0.239118	0	0
22.8233	0.252681	0	0
23.5844	0.262346	0	0
24.6525	0.275909	0	0
25.4266	0.28574	0	0
26.1746	0.295238	0	0
26.9814	0.305483	0	0
27.7915	0.31577	0	0
28.3141	0.322406	0	0
29.2941	0.33485	0	0
29.9473	0.343145	0	0
30.8293	0.354344	0	0
31.7863	0.366497	0	0
32.5278	0.375913	0	0
33.0831	0.382964	0	0
33.7037	0.390845	0	0
34.357	0.399141	0	0
34.9841	0.407104	0	0
35.8007	0.417474	0	0
36.4017	0.425106	0	0
36.9701	0.432323	0	0
37.5907	0.440204	0	0
38.1133	0.44684	0	0
38.9299	0.45721	0	0
39.4852	0.464261	0	0
40.1679	0.47293	0	0
40.8898	0.482097	0	0
41.4843	0.489646	0	0
42.6079	0.503914	0	0
43.2481	0.512044	0	0
44.1268	0.523202	0	0
44.7115	0.530626	0	0
45.6261	0.54224	0	0
46.2663	0.55037	0	0
46.9326	0.558831	0	0
47.6904	0.568454	0	0
48.507	0.578824	0	0
49.1603	0.587119	0	0
50.0716	0.598692	0	0
50.6759	0.606365	0	0
51.3423	0.614827	0	0
52.8481	0.633948	0	0
53.436	0.641414	0	0
54.024	0.64888	0	0
54.7099	0.657591	0	0
55.2652	0.664642	0	0
55.8532	0.672108	0	0
56.673	0.682519	0	0
57.3231	0.690773	0	0
57.9208	0.698364	0	0
58.499	0.705705	0	0
59.0575	0.712798	0	0
60.1616	0.726817	0	0
61.1382	0.739219	0	0
62.3272	0.754317	0	0
63.4345	0.768378	0	0
64.1956	0.778043	0	0
65.9431	0.800234	0	0
66.7336	0.810271	0	0
67.3542	0.818152	0	0
67.9454	0.82566	0	0
68.7587	0.835988	0	0
69.4904	0.845279	0	0
70.1633	0.853823	0	0
70.7512	0.861289	0	0
71.6985	0.873318	0	0
72.3844	0.882028	0	0
73.2664	0.893228	0	0
73.8543	0.900694	0	0
74.7689	0.912307	0	0
75.5202	0.921847	0	0
76.1441	0.92977	0	0
76.7941	0.938024	0	0
78.0027	0.953371	0	0
78.7539	0.962911	0	0
79.3419	0.970377	0	0
80.3545	0.983235	0	0
80.9424	0.990701	0	0
81.955	1.00356	0	0
82.556	1.01119	0	0
83.3922	1.02181	0	0
84.0128	1.02969	0	0
84.7641	1.03923	0	0
85.388	1.04715	0	0
86.2667	1.05831	0	0
86.9526	1.06702	0	0
87.8999	1.07905	0	0
88.4849	1.08648	0	0
89.1349	1.09473	0	0
89.7423	1.10245	0	0
90.369	1.1104	0	0
91.1693	1.12057	0	0
91.7542	1.12799	0	0
92.4462	1.13678	0	0
92.8888	1.1424	0	0
93.3258	1.14795	0	0
93.6774	1.15241	0	0
94.1306	1.15817	0	0
94.3709	1.16122	0	0
94.5704	1.16375	0	0
94.8205	1.16693	0	0
95.0032	1.16925	0	0
95.0541	1.1699	0	0
95.0603	1.16998	0	0
